Адрес|Статус|Кадастровый номер|GUID дома|GUID ФИАС|ОКТМО|Способ управления|ОГРН УО|Управляющая организация|Тип дома|Состояние|Общая площадь|Жилая площадь|Дата сноса|Помещений всего|КВ|НЖ|ММ|ОИ|ЛК|ЧКВ|ERR|Квартир с комнатами
190000, Санкт-Петербург г, ул. Жуковского, д. 23, литер А|МКД|78:31:0001219:3052|55617f38-fbd7-4f40-99ee-f8c358c3ebcb|bdff9412-ac57-4ebb-8147-3585278becb8|40910000|ТСЖ|1047841017510|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ЖУКОВСКОЕ"""|Многоквартирный|Исправный|1287.7000|969.4||26|14|10|0|2|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 29, литер А|МКД|78:31:0001130:3047|e7e06920-dc9b-4d4e-87e5-db948fda1ff2|88e2c0e0-c40b-4e00-a400-1bfd406facdb|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2213.5000|1943.5||22|18|4|0|0|0|7|0|1
190000, Санкт-Петербург г, ул. Жуковского, д. 31, литер А|МКД|78:31:0001130:3058|988bae83-bb8d-4484-b7e0-f404d6e42b3b|b5a08b0b-7e8a-4090-8712-acc28a073217|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2779.9000|2400.3||25|21|4|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 33, литер А|МКД|78:31:0001130:3052|b98a1df1-7613-46fa-96eb-bce29bf2614b|aa6756e6-a23a-4bc0-be54-1a81dd5fcb15|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1873.9000|1557.83||18|16|2|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 35, литер А|МКД|78:31:0001130:3059|1531f1aa-1364-40e3-afc9-aaa9078152dc|28b20728-cc25-481b-b937-858d819dbf03|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1571.5000|696.07||20|12|8|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 37, литер А|МКД|78:31:0001130:3024|8b467184-a857-43bf-b42d-a2b61053e899|fe9da2d6-8459-4021-89d5-7e6b8647db59|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1023.7000|922.7||15|11|4|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 39, литер А|МКД|78:31:0001130:3049|c8b176cb-4f75-42c2-b108-7675639a2b38|33c3e1cd-e8e5-4c70-b5d6-cfd17639584a|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1216.7000|955.2||15|13|2|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 41, литер А|МКД|78:31:0001130:3062|46fff86d-4a7b-496f-a3bb-54b48ca37828|4f918e54-e3ef-4d38-a3a5-a51c144b9f61|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|3723.4000|2784.3||45|37|8|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 43, литер А|МКД|78:31:0001130:3053|fcb44583-7dc9-4e57-bc0b-e9c4b20484c2|b65cdac5-2133-4774-a979-6f99d32df246|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1586.3000|1411.6||20|15|5|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 45, литер А|МКД|78:31:0001130:3017|84241720-6797-4451-8758-d33b70405f8a|e6df93d3-6b4d-4b3a-a356-340fbaced85d|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1706.2000|1597.7||20|19|1|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 47, литер А|МКД|78:31:0001130:3066|d1bbbf3b-4a2c-4938-be87-d08e11dbf569|c6d9507a-de1f-459b-b109-76b6289c1f75|40910000|ТСЖ|1037843095146|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ЖУКОВСКОГО, 47"""|Многоквартирный|Исправный|4925.3000|3520.9||40|24|16|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 49, литер А|МКД|78:31:0001130:3039|6ca8ec6f-ee60-403c-8951-1bc3a942569e|4815947a-705f-4886-a743-23399f8d28e7|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1666.9000|1272.2||23|16|5|0|1|0|0|1|0
190000, Санкт-Петербург г, ул. Жуковского, д. 49, литер Б|МКД|78:31:0001130:3040|1dad6a14-fd0a-49d6-be99-0aa74fc1d641|d22913f5-be2a-46fa-b94d-89f5953ae118|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1900.2000|1488.8||25|21|4|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 4, литер А|МКД|78:31:0001282:2033|21ffc8f8-7077-4077-8478-8c417f1e6cf0|f0ec2d16-d8ad-46a0-abcf-f00a1d85950c|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2607.1000|2047.6||36|33|3|0|0|0|3|0|1
190000, Санкт-Петербург г, ул. Жуковского, д. 5, литер А|МКД|78:31:0001219:3050|67791240-8537-4cc3-9af6-f4bd2ef0c940|63ea1698-8072-4042-8060-995f2acabfd7|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4536.8000|3778.93||47|40|6|0|0|0|0|1|0
190000, Санкт-Петербург г, ул. Жуковского, д. 6, литер А|МКД|78:31:0001282:2008|7d8c570c-bb28-4ccb-99b4-3b7a650afc2b|a266621d-ec7d-47ec-bbe5-1686446714b6|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|7014.0000|6132.6||100|91|9|0|0|0|11|0|5
190000, Санкт-Петербург г, ул. Жуковского, д. 6, литер Б|МКД|78:31:0001282:2649|e5be52b3-0498-4289-9c99-4cc5cce8442e|ce206185-7ac3-4bdd-a012-6947af36f413|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|627.4000|627.4||9|9|0|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Жуковского, д. 7-9, литер А|МКД|78:31:0001219:3018|4fdc58f3-2712-4d60-8714-9b62f904ce32|06d91cc8-323b-47a3-a23b-3a940f31e6de|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|5552.0000|4788.8||44|38|6|0|0|0|84|0|16
190000, Санкт-Петербург г, ул. Жуковского, д. 8, литер А|МКД|78:31:0001282:2052|335e0ec0-4e02-461e-a78f-ddf4aeb70d41|19a69155-c2db-43f7-9543-a40910fa8968|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2634.6000|2412.5||39|36|3|0|0|0|4|0|2
190000, Санкт-Петербург г, ул. Жуковского, д. 8, литер Б|МКД|78:31:0001282:2037|5b08e0b8-e807-40cf-9052-041ced39afe4|9253b71f-0f55-40c8-afe5-e7ff9b0bfe18|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|566.8000|430.7||8|6|2|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Кирочная, д. 11, литер А|МКД|78:31:0001271:2008|8c4f7a9f-fe86-4d20-bcbe-c661d5216289|a73f98a7-b2b8-48ab-ae08-31d95c5f0ad2|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4699.3000|3324.89||39|31|8|0|0|0|41|0|8
190000, Санкт-Петербург г, ул. Кирочная, д. 13, литер А|МКД|78:31:0001271:2005|48cd1bf1-5601-4ea2-b20f-86f6d3b1dd6c|8cef75c9-84ff-444f-848d-95b5d64bc49f|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4458.1000|2924.3||36|17|19|0|0|0|33|0|6
190000, Санкт-Петербург г, ул. Кирочная, д. 7, литер А|МКД|78:31:0001271:2010|98894a9c-0df6-4334-92f8-9b8964936d33|ad0d058d-ce7f-4086-9b7d-1ad965e8539f|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2904.2000|1206.7||36|22|14|0|0|0|8|0|2
190000, Санкт-Петербург г, ул. Кирочная, д. 9, литер А|МКД|78:31:0001271:2007|5a3cfdb4-3fea-48b7-80aa-93aec634315f|37f5705c-fb28-4ef5-a598-123cef8d0e17|40910000|Не выбран|||Многоквартирный||1297.9000|||15|6|6|0|0|0|0|3|0
190000, Санкт-Петербург г, ул. Короленко, д. 7, литер А|МКД|78:31:0001279:2019|4d78cecd-9963-46ee-9323-3592702630ad|78c0f4f0-bd0c-4d2d-a1c7-dcb9422d3a7e|40910000|ТСЖ|1057812728280|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ      ""СОДРУЖЕСТВО"""|Многоквартирный|Исправный|4507.8000|3783.1||48|31|6|0|9|0|0|2|0
190000, Санкт-Петербург г, ул. Маяковского, д. 14, литер А|МКД|78:31:0001219:3051|c478a6ba-2427-4ba0-8aac-9f1de6514cf2|d53d8cbd-6f6b-477e-947a-3b80635d4726|40910000|ТСЖ|1047841017510|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ЖУКОВСКОЕ"""|Многоквартирный|Исправный|3963.2000|3362.5||38|30|7|0|1|0|0|0|0
190000, Санкт-Петербург г, ул. Маяковского, д. 16, литер А|МКД|78:31:0001281:2014|137139ae-5070-480f-b30e-684269dec8f3|d4691ec4-12c2-4a42-a88a-b06161ef9401|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|6443.8000|4459.5||77|57|18|0|2|0|9|0|3
190000, Санкт-Петербург г, ул. Маяковского, д. 18, литер А|МКД|78:31:0001281:2028|18f2c84b-79c0-48b6-858e-de78780db0d8|b583396a-d291-48db-a46c-9b1fbf61ce1a|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4211.8000|3532.2||43|37|6|0|0|0|9|0|3
190000, Санкт-Петербург г, ул. Маяковского, д. 20, литер А|МКД|78:31:0001281:2027|38e2c83d-369e-4a09-9211-1fcf2f579e74|ec3a6cc5-88a9-4562-b31e-c2c141fab14b|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1814.0000|1478.1||22|20|2|0|0|0|5|0|2
190000, Санкт-Петербург г, ул. Маяковского, д. 22-24, литер А|МКД|78:31:0001281:2007|a749267b-8c21-4ab1-adb9-76779ff801aa|e7c52b72-7994-457c-82db-dcb762459e5e|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|7372.0000|5329||84|74|9|0|1|0|27|0|7
190000, Санкт-Петербург г, ул. Маяковского, д. 26, литер А|МКД|78:31:0001281:2008|a0558449-ee0e-4b03-a942-b34e70405df5|01db337e-7843-4e23-a601-b8bc760b0146|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|697.0000|523||8|6|2|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Маяковского, д. 28, литер Б|МКД|78:31:0001281:2016|f6b890f9-bddf-4afd-ba79-e1e84701c174|2f47285f-8b5f-46f3-b446-7b426be152a2|40910000|УО|1089847185746|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 3 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|406.7000|270.5||7|4|3|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Маяковского, д. 30, литер А|МКД|78:31:0001280:2007|b7485111-c2bd-4df4-a1d7-099d38bfaf5b|3f39518f-d58d-4da6-90e8-3d0c9c3876ed|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|4364.2000|3227.5||45|35|8|0|1|0|6|1|2
190000, Санкт-Петербург г, ул. Маяковского, д. 32/11, литер А|МКД|78:31:0001280:2014|ef4d867c-545d-460f-af6a-15822614fc09|fed824a7-02f5-418e-ba7f-beeed3004fd8|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1691.9000|1229.8||23|19|4|0|0|0|2|0|1
190000, Санкт-Петербург г, ул. Маяковского, д. 34, литер А|МКД|78:31:0001279:2016|f4ec3be4-bbe4-4c86-a906-2cf9898d446f|80262191-544a-4fff-b34d-79aeee6a20d1|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|7044.1000|5687.73||57|46|11|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Маяковского, д. 36-38, литер А|МКД|78:31:0001279:2011|20d3fb8a-e2b1-4269-9b4f-650ccb9bff2b|12989539-0f10-4319-ae9a-27ab6afdb666|40910000|ТСЖ|1187847116918|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""НАДЕЖДИНСКИЙ"""|Многоквартирный|Исправный|9415.0000|8432.7||64|50|14|0|0|0|79|0|15
190000, Санкт-Петербург г, ул. Маяковского, д. 40, литер А|МКД|78:31:0001279:2022|8b0cd344-453f-42fb-8079-56295236f1b4|91e55721-585a-4600-8125-98fc2939a86a|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|1814.7000|1370.9||21|18|3|0|0|0|3|0|1
190000, Санкт-Петербург г, ул. Маяковского, д. 42, литер А|МКД|78:31:0001279:2007|2c2cd01b-bebc-4344-9fe1-4db92bb1351b|a5d0023a-1dc1-441a-b819-b808b70aa1d5|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2898.1000|2176.4||29|24|5|0|0|0|10|0|4
190000, Санкт-Петербург г, ул. Маяковского, д. 44, литер А|МКД|78:31:0001279:2021|7d80e204-4b0b-4a16-83fe-fbe34e4e9a7d|2b712c6e-4528-4935-89ed-101bbdc657fa|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|923.0000|735||14|12|2|0|0|0|3|0|1
190000, Санкт-Петербург г, ул. Маяковского, д. 44, литер Б|МКД|78:31:0001279:2020|e43d0c74-3975-49d3-99d0-bd80508b7511|3d0b6f8d-fc9e-4fab-8289-6010d282aa7a|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|860.4000|651.4||12|11|1|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Маяковского, д. 48, литер А|МКД|78:31:0001269:2006|162f9a52-74c1-41a5-96aa-765ce4b99255|2e255fde-5d0f-4c5e-8d62-0e41308ae4bd|40910000|ТСЖ|1077800018471|"ТОВАРИЩЕСТВО СОБСТВЕННИКОВ ЖИЛЬЯ ""ДОМ ЛАНСКОГО"""|Многоквартирный|Исправный|5270.7000|4131.1||75|67|8|0|0|0|0|0|0
190000, Санкт-Петербург г, ул. Маяковского, д. 50, литер А|МКД|78:31:0001270:10|1e9ad953-2510-4cca-b539-11a6c3d5c6ad|1a0d0dcd-877f-4be1-86cd-8dac65cfe18c|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|3444.3000|2155||32|22|9|0|0|0|4|1|1
190000, Санкт-Петербург г, ул. Маяковского, д. 52, литер А|МКД|78:31:0001270:17|a0df4b89-5aee-499b-a278-01c86db7c044|3d1dee30-8d36-41ca-b0a2-560f1e0b2e35|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2521.3000|2096.51||19|15|4|0|0|0|3|0|1
190000, Санкт-Петербург г, ул. Маяковского, д. 7/27, литер А|МКД|78:31:0001130:3041|0a1489b8-1953-4db6-b101-ac93857bd1cb|d72f1149-1d2c-486f-b51f-04a633e93838|40910000|УО|1089847137588|"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЖИЛКОМСЕРВИС № 1 ЦЕНТРАЛЬНОГО РАЙОНА"""|Многоквартирный|Исправный|2609.5000|1922.7||27|23|4|0|0|0|0|0|0
